date,event_day,return,market_return,industry_return,abnormal_return,asset,case,expected_return,cumulative_abnormal_return
2022-01-20,-5,0.04084742095991589,0.007177336504496257,0.04057353168908262,0.02422049343846808,Samsung SDI,LG Energy Solution IPO,0.01662692752144781,0.02422049343846808
2022-01-21,-4,-0.0058137635953882105,-0.00991728031075767,-0.02686177558023345,0.010082955480035342,Samsung SDI,LG Energy Solution IPO,-0.015896719075423553,0.034303448918503426
2022-01-24,-3,-0.0029238805479812058,-0.014920844373723208,-0.02549762823585694,0.017251621360348884,Samsung SDI,LG Energy Solution IPO,-0.02017550190833009,0.05155507027885231
2022-01-25,-2,-0.05865059158304631,-0.02564828080229231,-0.047128301890672075,-0.02320315871975738,Samsung SDI,LG Energy Solution IPO,-0.03544743286328893,0.02835191155909493
2022-01-26,-1,-0.014018223212879377,-0.004098677027926212,0.010998936879570043,-0.012894064698201441,Samsung SDI,LG Energy Solution IPO,-0.001124158514677935,0.01545784686089349
2022-01-27,0,-0.061612513877055686,-0.034972907531263364,-0.07622267443321096,-0.010334110163539023,Samsung SDI,LG Energy Solution IPO,-0.05127840371351666,0.005123736697354466
2022-01-28,1,-0.01683446680824352,0.01868433231720168,0.02493064479255913,-0.04019574478179049,Samsung SDI,LG Energy Solution IPO,0.023361277973546972,-0.03507200808443603
2022-02-03,2,0.0,0.016700834290777733,0.035521295866217883,-0.024161013802813883,Samsung SDI,LG Energy Solution IPO,0.024161013802813883,-0.05923302188724991
2022-02-04,3,0.005136815594091848,0.015673124506060176,0.0224787951427996,-0.014836624541541919,Samsung SDI,LG Energy Solution IPO,0.019973440135633767,-0.07406964642879182
2022-02-07,4,-0.03236864268164508,-0.001890730330950663,-0.03205069692223039,-0.022590595203635957,Samsung SDI,LG Energy Solution IPO,-0.00977804747800912,-0.09666024163242778
2022-02-08,5,-0.02112607671420097,0.0005136499748639167,-0.04591338567278658,-0.010124086956891978,Samsung SDI,LG Energy Solution IPO,-0.011001989757308992,-0.10678432858931976
2022-02-09,6,0.017985016772543716,0.008148641710996385,-0.0009885233921270165,0.010783776486671287,Samsung SDI,LG Energy Solution IPO,0.007201240285872429,-0.09600055210264848
2022-02-10,7,0.005300181184266561,0.0011123751738086884,0.02788144281716015,-0.00257753682158411,Samsung SDI,LG Energy Solution IPO,0.007877718005850671,-0.09857808892423259
2022-02-11,8,-0.03866307405366298,-0.008737594383696479,-0.027144510190434346,-0.023784818123400372,Samsung SDI,LG Energy Solution IPO,-0.01487825593026261,-0.12236290704763296
2022-02-14,9,-0.03839180178178292,-0.015733101382605863,-0.017097395639838975,-0.019552926313781645,Samsung SDI,LG Energy Solution IPO,-0.018838875468001275,-0.1419158333614146
2022-02-15,10,0.007604311699105359,-0.010331006330237202,-0.0073571738098823225,0.019038813445147178,Samsung SDI,LG Energy Solution IPO,-0.011434501746041817,-0.12287701991626743
2022-02-16,11,0.018867306369209524,0.019853990599804083,0.03240129012443094,-0.007428756166389536,Samsung SDI,LG Energy Solution IPO,0.02629606253559906,-0.13030577608265698
2022-02-17,12,0.03148236068525767,0.005279007063099028,0.0097004460370953,0.024274744088799316,Samsung SDI,LG Energy Solution IPO,0.007207616596458355,-0.10603103199385766
2022-02-18,13,-0.0035905457519516126,0.00015670039976822814,-0.010957941153504236,-0.0009404336524867878,Samsung SDI,LG Energy Solution IPO,-0.002650112099464825,-0.10697146564634445
2022-02-21,14,-0.0036034842269347944,-0.00026234095579547034,-0.015084709398803187,0.00045823847341204104,Samsung SDI,LG Energy Solution IPO,-0.0040617227003468355,-0.1065132271729324
2022-02-22,15,-0.021700944764086016,-0.013488592463007598,-0.039088034771134705,0.0005280125789836887,Samsung SDI,LG Energy Solution IPO,-0.022228957343069705,-0.10598521459394872
2022-02-23,16,0.014788844079931085,0.0047066820846835,0.00039638635641808806,0.010420092992316683,Samsung SDI,LG Energy Solution IPO,0.004368751087614403,-0.09556512160163204
2022-02-24,17,-0.060109137117224765,-0.026008170529466468,-0.04884494578179571,-0.023903243849450313,Samsung SDI,LG Energy Solution IPO,-0.03620589326777445,-0.11946836545108236
2022-02-25,18,0.04457214344957561,0.010555723346421075,0.018620961476908837,0.030279436352905056,Samsung SDI,LG Energy Solution IPO,0.014292707096670552,-0.0891889290981773
2022-02-28,19,0.016698945230036788,0.008375797606060997,0.008683953850398274,0.006885883438813242,Samsung SDI,LG Energy Solution IPO,0.009813061791223546,-0.08230304565936405
2022-03-02,20,-0.0018247562953159768,0.0016078957312961606,0.00860768642309162,-0.005373072766531822,Samsung SDI,LG Energy Solution IPO,0.0035483164712158447,-0.08767611842589587
