date,event_day,return,market_return,industry_return,abnormal_return,asset,case,expected_return,cumulative_abnormal_return
2022-01-20,-5,0.06584992343032159,0.007177336504496257,0.028072280453879772,0.052743022048146654,LG Chem,LG Energy Solution IPO,0.013106901382174938,0.052743022048146654
2022-01-21,-4,-0.002873563218390829,-0.00991728031075767,-0.02833187576873214,0.014356872268169,LG Chem,LG Energy Solution IPO,-0.01723043548655983,0.06709989431631566
2022-01-24,-3,-0.033141210374639796,-0.014920844373723208,-0.010388963322527645,-0.02048504641514138,LG Chem,LG Energy Solution IPO,-0.012656163959498416,0.04661484790117428
2022-01-25,-2,-0.041728763040238426,-0.02564828080229231,-0.055589216162076016,-0.006206057191881692,LG Chem,LG Energy Solution IPO,-0.035522705848356734,0.04040879070929259
2022-01-26,-1,0.03265940902021769,-0.004098677027926212,-0.01233987923697849,0.04081595778373452,LG Chem,LG Energy Solution IPO,-0.008156548763516834,0.0812247484930271
2022-01-27,0,-0.08132530120481929,-0.034972907531263364,-0.06636628076932916,-0.03706064871367108,LG Chem,LG Energy Solution IPO,-0.04426465249114821,0.04416409977935602
2022-01-28,1,0.04754098360655745,0.01868433231720168,-0.007257080414841355,0.042636122675847085,LG Chem,LG Energy Solution IPO,0.004904860930710365,0.08680022245520311
2022-02-03,2,0.05946791862284817,0.016700834290777733,0.005787336554793798,0.050433415097959414,LG Chem,LG Energy Solution IPO,0.009034503524888757,0.13723363755316254
2022-02-04,3,0.001477104874446189,0.015673124506060176,0.02430865050262243,-0.014290502199678451,LG Chem,LG Energy Solution IPO,0.01576760707412464,0.12294313535348408
2022-02-07,4,-0.05752212389380529,-0.001890730330950663,-0.019473956316150287,-0.047653098125378615,LG Chem,LG Energy Solution IPO,-0.009869025768426675,0.07529003722810547
2022-02-08,5,-0.03442879499217533,0.0005136499748639167,-0.0392620265337994,-0.018001287935696164,LG Chem,LG Energy Solution IPO,-0.016427507056479163,0.057288749292409305
2022-02-09,6,-0.011345218800648316,0.008148641710996385,0.013676594394469,-0.01930269130137797,LG Chem,LG Energy Solution IPO,0.007957472500729656,0.03798605799103133
2022-02-10,7,0.08360655737704925,0.0011123751738086884,-0.011271745279231193,0.08881250663671025,LG Chem,LG Energy Solution IPO,-0.005205949259660997,0.12679856462774158
2022-02-11,8,-0.04236006051437213,-0.008737594383696479,-0.02529601696007977,-0.02688869066742852,LG Chem,LG Energy Solution IPO,-0.015471369846943615,0.09990987396031306
2022-02-14,9,-0.02211690363349128,-0.015733101382605863,-0.025234844713984794,-0.003268381961137913,LG Chem,LG Energy Solution IPO,-0.018848521672353367,0.09664149199917516
2022-02-15,10,0.004846526655896577,-0.010331006330237202,-0.005978281288277931,0.013548812863823163,LG Chem,LG Energy Solution IPO,-0.008702286207926586,0.11019030486299831
2022-02-16,11,0.04983922829581999,0.019853990599804083,0.016915329161125703,0.03492615162827588,LG Chem,LG Energy Solution IPO,0.014913076667544115,0.1451164564912742
2022-02-17,12,-0.019908116385911168,0.005279007063099028,0.03539568457267972,-0.0349519569428981,LG Chem,LG Energy Solution IPO,0.015043840556986933,0.1101644995483761
2022-02-18,13,-0.017187500000000022,0.00015670039976822814,-0.004159464029480031,-0.014294339488269709,LG Chem,LG Energy Solution IPO,-0.0028931605117303123,0.09587016006010639
2022-02-21,14,-0.020667726550079535,-0.00026234095579547034,-0.006552588237230816,-0.01663630073582305,LG Chem,LG Energy Solution IPO,-0.004031425814256483,0.07923385932428334
2022-02-22,15,-0.04220779220779225,-0.013488592463007598,-0.02883461104928159,-0.02304475132480187,LG Chem,LG Energy Solution IPO,-0.019163040882990378,0.05618910799948147
2022-02-23,16,-0.0016949152542372614,0.0047066820846835,0.008638266023502261,-0.0060114778211236035,LG Chem,LG Energy Solution IPO,0.004316562566886342,0.05017763017835787
2022-02-24,17,-0.06791171477079794,-0.026008170529466468,-0.044943656955009126,-0.03637123227281944,LG Chem,LG Energy Solution IPO,-0.0315404824979785,0.013806397905538434
2022-02-25,18,0.00910746812386165,0.010555723346421075,0.036353299139765816,-0.008875737288308663,LG Chem,LG Energy Solution IPO,0.017983205412170314,0.004930660617229771
2022-02-28,19,0.019855595667870096,0.008375797606060997,0.00710562863148162,0.01435371065866868,LG Chem,LG Energy Solution IPO,0.005501885009201416,0.01928437127589845
2022-03-02,20,-0.017699115044247815,0.0016078957312961606,0.01654486579755754,-0.023596728205457943,LG Chem,LG Energy Solution IPO,0.005897613161210128,-0.004312356929559492
