date,event_day,return,market_return,industry_return,abnormal_return,asset,case,expected_return,cumulative_abnormal_return
2022-01-20,-5,0.015297139947843652,0.007177336504496257,0.05334867219511874,-0.0103717632071052,SK Innovation,LG Energy Solution IPO,0.025668903154948852,-0.0103717632071052
2022-01-21,-4,-0.05084998794207607,-0.00991728031075767,-0.00434366340688952,-0.04193551358684722,SK Innovation,LG Energy Solution IPO,-0.008914474355228848,-0.05230727679395242
2022-01-24,-3,-0.017854046097074083,-0.014920844373723208,-0.0180325454613105,-1.5879865190585735e-05,SK Innovation,LG Energy Solution IPO,-0.017838166231883498,-0.052323156659143
2022-01-25,-2,-0.052527840741105725,-0.02564828080229231,-0.05018967731164237,-0.014504620932273435,SK Innovation,LG Energy Solution IPO,-0.03802321980883229,-0.06682777759141643
2022-01-26,-1,-0.010661535261077604,-0.004098677027926212,0.009320592903669156,-0.011279137153903378,SK Innovation,LG Energy Solution IPO,0.0006176018928257749,-0.0781069147453198
2022-01-27,0,-0.07112004766160263,-0.034972907531263364,-0.07146890754093749,-0.01805303473112617,SK Innovation,LG Energy Solution IPO,-0.053067012930476457,-0.09615994947644597
2022-01-28,1,0.0023203059785608104,0.01868433231720168,0.015353258399156966,-0.017823417458107074,SK Innovation,LG Energy Solution IPO,0.020143723436667885,-0.11398336693455305
2022-02-03,2,0.011574673109587597,0.016700834290777733,0.029733959311424085,-0.012457487561097026,SK Innovation,LG Energy Solution IPO,0.024032160670684623,-0.12644085449565007
2022-02-04,3,0.043480485411153014,0.015673124506060176,0.0033069602342690185,0.030134872047922062,SK Innovation,LG Energy Solution IPO,0.013345613363230953,-0.096305982447728
2022-02-07,4,-0.0065792699506554975,-0.001890730330950663,-0.04494538328772518,0.011474914000794128,SK Innovation,LG Energy Solution IPO,-0.018054183951449625,-0.08483106844693387
2022-02-08,5,-0.05739797635339783,0.0005136499748639167,-0.027777435853188148,-0.04760222629055967,SK Innovation,LG Energy Solution IPO,-0.009795750062838159,-0.13243329473749355
2022-02-09,6,0.009368172016394283,0.008148641710996385,0.0033198989859477,0.0017195772458967386,SK Innovation,LG Energy Solution IPO,0.007648594770497544,-0.1307137174915968
2022-02-10,7,-0.027843671742728948,0.0011123751738086884,0.044453369280657906,-0.045581747845225645,SK Innovation,LG Energy Solution IPO,0.017738076102496697,-0.17629546533682244
2022-02-11,8,-0.011928959866496558,-0.008737594383696479,-0.04051156728401756,0.009651324006221842,SK Innovation,LG Energy Solution IPO,-0.0215802838727184,-0.1666441413306006
2022-02-14,9,-0.012077887646186669,-0.015733101382605863,-0.0302543527076371,0.010957877686538942,SK Innovation,LG Energy Solution IPO,-0.02303576533272561,-0.15568626364406166
2022-02-15,10,-0.019560874275661222,-0.010331006330237202,0.006225419177500968,-0.014295354260597542,SK Innovation,LG Energy Solution IPO,-0.0052655200150636804,-0.1699816179046592
2022-02-16,11,0.014963351953041881,0.019853990599804083,0.03435326733251476,-0.013190023244484303,SK Innovation,LG Energy Solution IPO,0.028153375197526184,-0.18317164114914353
2022-02-17,12,0.03930900846010177,0.005279007063099028,0.005787122149673252,0.032909963589272666,SK Innovation,LG Energy Solution IPO,0.0063990448708291054,-0.15026167755987085
2022-02-18,13,-0.00472838230700845,0.00015670039976822814,-0.010389022875975817,-0.0011812526897408944,SK Innovation,LG Energy Solution IPO,-0.003547129617267555,-0.15144293024961175
2022-02-21,14,-0.009501692247526838,-0.00026234095579547034,-0.012135605388507165,-0.004982210235726116,SK Innovation,LG Energy Solution IPO,-0.004519482011800723,-0.15642514048533787
2022-02-22,15,-0.03596827733447716,-0.013488592463007598,-0.03195436848593913,-0.013995991401391787,SK Innovation,LG Energy Solution IPO,-0.021972285933085374,-0.17042113188672967
2022-02-23,16,0.0024876879670734375,0.0047066820846835,0.006546964412846912,-0.0037625362580158157,SK Innovation,LG Energy Solution IPO,0.006250224225089253,-0.17418366814474548
2022-02-24,17,-0.029778176792793487,-0.026008170529466468,-0.06401042594401135,0.013699310018029591,SK Innovation,LG Energy Solution IPO,-0.04347748681082308,-0.16048435812671588
2022-02-25,18,0.028134454829956024,0.010555723346421075,0.02683980578671863,0.00984395942921902,SK Innovation,LG Energy Solution IPO,0.018290495400737003,-0.15064039869749685
2022-02-28,19,-0.0024876879670735486,0.008375797606060997,0.018277270448953442,-0.01591609973623442,SK Innovation,LG Energy Solution IPO,0.013428411769160872,-0.16655649843373127
2022-03-02,20,0.034914487890431056,0.0016078957312961606,-0.009761935669781896,0.037126835171528476,SK Innovation,LG Energy Solution IPO,-0.0022123472810974196,-0.1294296632622028
